,vehicle_count,average_speed,lane_occupancy,flow_rate,time_of_day,waiting_time,avg_speed_kmph,density_veh_per_km,avg_wait_time_s,occupancy_pct,flow_veh_per_hr,queue_length_veh,avg_accel_ms2,SRI,Degree_of_congestion
7414,27,49.68277585,28.89894456,980,night,1.683642988,26.6,58.11,56.33,69.36,819.68,26.4,-0.399,5.346093422,Heavy congestion
7415,79,58.1403871,68.4588771,1190,night,67.69612618,6.4,86.66,115.31,93.36,103.62,49.08,-0.941,-6.579542157,Very smooth
7416,67,52.1299538,81.87542315,1175,evening,13.11610689,73.76,9.99,2.63,9.53,1974.64,1.24,0.831,-3.697465965,Very smooth
7417,94,46.77019463,41.42467865,1050,evening,23.93662639,26.27,60.92,51.04,71.12,795.48,26.44,-0.217,-7.464269691,Very smooth
7418,118,62.77309241,32.10685444,615,night,54.2819617,70.06,12.36,5.3,8.57,2062.28,2.6,0.767,-1.0465117,Very smooth
7419,69,83.52909657,82.55366428,1017,night,8.630592326,24.46,60.71,51.87,69.49,814.72,27.98,-0.344,-99.166664,Very smooth
7420,135,35.84652727,68.69505394,1151,evening,27.58048395,43.86,25.92,22.37,42.47,1517.15,11.4,0.417,-3043.3328,Very smooth
7421,41,56.68611104,34.35500194,698,night,143.0651919,41.34,30.91,21.52,39.92,1506.6,10.13,0.41,-335.66037,Very smooth
7422,85,46.18722515,52.96660261,1378,evening,40.56369804,48.35,32.57,20.07,36.35,1558.57,9.2,0.372,-335.66037,Very smooth
7423,38,33.12173291,96.08624929,699,afternoon,15.19209312,25.63,60.06,52.53,68.52,820.58,24.64,-0.41,-3.1428576,Very smooth
7424,100,35.60806449,74.98713382,758,evening,43.83291271,22.61,62.72,48.55,70.49,896.65,23.37,-0.426,-0.200113978,Very smooth
7425,67,41.87110919,22.16648085,1221,evening,0.660398913,45.31,32.37,20.62,38.37,1456.98,9.06,0.293,0.1754381,Smooth
7426,77,81.4650416,29.50311463,575,night,7.275140459,46.13,29.82,18.48,39.93,1473.84,10.29,0.492,4.509804,Mild congestion
7427,46,69.06297364,26.52206563,1033,afternoon,40.95694098,68.89,13.83,8.12,12.7,1958.24,2.2,0.796,4.509804,Mild congestion
7428,119,32.13481807,84.83489653,871,night,9.12393822,43.97,30,17.74,38.86,1506.94,10.53,0.436,1.7391303,Smooth
7429,118,60.8915656,64.14192294,1231,morning,4.044147219,28.7,56.59,60.59,65.65,805.48,22.41,-0.325,-0.277778,Very smooth
7430,78,30.58404959,93.9997389,1069,morning,10.41464854,44.86,31.4,19.71,43.34,1441.88,7.74,0.437,-3.518658713,Very smooth
7431,53,37.47378839,9.093417102,659,afternoon,5.638172043,27.19,58.78,50.23,68.36,752.35,21.12,-0.366,-2.0833335,Very smooth
7432,116,76.25983442,5.200379599,1124,night,16.37524405,66.87,10.86,4.24,10.6,2030.28,3.1,0.849,-10.3109721,Very smooth
7433,57,89.66850319,67.62018256,1316,night,3.990202323,4.82,86.51,127.11,95.41,80.16,65.48,-0.897,-0.41666546,Very smooth
7434,113,12.12870606,26.66239146,1483,evening,54.54998356,44.36,36.61,20.83,43.15,1497.72,9.88,0.289,-11.9539413,Very smooth
7435,123,50.61528897,67.91716327,1234,afternoon,45.4204879,27.02,56.49,51.21,71.56,776.62,20.69,-0.401,-18.67347,Very smooth
7436,75,58.15263412,72.34701733,782,afternoon,11.00055945,70.9,7.77,6.48,7.52,1959.64,1.77,0.765,-14.434783,Very smooth
7437,56,44.50904643,30.44811433,1120,afternoon,22.01450947,5.58,86.86,116.62,99.65,103.16,61.24,-1.114,-10.571429,Very smooth
7438,114,52.81224005,95.26681084,1101,night,57.93784636,40.76,26.26,22.5,36.67,1524.51,9.34,0.464,-8,Very smooth
7439,57,41.88782532,77.47408866,1040,evening,79.36158544,40.34,28.12,12.26,42.54,1517.5,8.13,0.525,-5.897436,Very smooth
7440,85,62.54800787,36.73551035,1332,afternoon,2.865184084,71.28,5.59,2.34,9.38,1995.14,2.84,0.812,-1.9230771,Very smooth
7441,127,43.16517726,41.21186613,619,afternoon,38.40624596,21.65,61.66,51.89,67.6,775.26,24.39,-0.284,-8.181818,Very smooth
7442,53,61.18592816,71.58714502,1336,evening,4.366709483,24.23,61.61,54.62,71.96,834.77,25.11,-0.171,-15.000002,Very smooth
7443,86,69.70813757,30.40367486,1165,evening,0.607112934,69.97,8.49,5.53,10.63,1993.81,1.16,0.861,-2.6666663,Very smooth
7444,65,66.89763748,29.5375179,794,morning,2.467050454,3.74,92.93,119.46,91.5,112.35,58.81,-1.216,-3.5714288,Very smooth
7445,85,46.32015714,62.49095388,810,night,25.73217844,5.22,86.72,115.41,99.97,78.75,56.55,-0.928,-1.764706,Very smooth
7446,75,4.862091747,13.47942799,1002,morning,14.20184248,47.42,26.37,22.95,42.15,1519.31,9.96,0.34,-0.41666663,Very smooth
7447,100,59.79740159,99.33426973,1476,evening,3.789866053,69.63,12.78,8.14,13.38,1965.28,2.27,0.778,-1.7948724,Very smooth
7448,107,21.08661223,28.72373216,1085,afternoon,19.29226275,22.53,56.79,52.71,69.05,755.6,25.96,-0.292,-2.777778,Very smooth
7449,107,59.2468453,38.27144665,1148,morning,21.29239235,65.8,8.45,6.69,12.16,2025.84,1.37,0.712,0.6086955,Smooth
7450,111,57.65386767,22.42650267,919,evening,46.44957428,26.96,56.95,57.81,70.1,797.91,22.47,-0.321,-2.857143,Very smooth
7451,38,45.85428039,64.34960357,1042,morning,32.68915715,6.05,87.6,118.07,97.53,101.9,61.59,-0.987,2.207792,Smooth
7452,116,51.33644095,6.048862952,1377,morning,18.81890991,68.77,8.98,3.7,10.62,2020.29,2.08,0.807,0.4761903,Smooth
7453,121,79.09590014,92.7808657,1195,night,11.7617965,69.55,10.89,2.12,11.44,1989.85,3.24,0.818,-1.1111113,Very smooth
7454,39,75.90855584,30.39853758,689,evening,0.060316932,45.86,30.05,19.39,36.8,1475.91,8.25,0.384,-1.2500011,Very smooth
7455,61,42.97194514,92.73752634,663,afternoon,53.52119548,66.97,12.62,4.15,12.56,1997.36,2.36,0.698,1.0000007,Smooth
7456,101,12.20716705,25.35391974,1178,morning,9.317689637,70.27,7.32,6.74,12.97,1973.67,1.64,0.968,1.0000007,Smooth
7457,39,81.41890609,51.37881669,630,morning,7.194144109,68.49,10.65,8.08,10.78,2013.57,2.18,0.806,-0.97560966,Very smooth
7458,105,18.43992479,69.51716818,792,evening,39.79560724,43.53,26.52,13.98,43.77,1495.06,7.84,0.333,0.21739148,Smooth
7459,45,51.82409988,61.26268794,1197,evening,2.230371282,70.27,9.15,7,6.25,1996.83,3.04,0.844,2.2413793,Smooth
7460,119,48.53200002,51.24925644,1264,afternoon,9.139500121,22.68,63.61,52.19,67.94,792.13,25.68,-0.228,-1.8750004,Very smooth
7461,103,58.70703057,78.85327129,554,morning,17.13098668,23.9,56.2,48.17,68.24,760.49,25.47,-0.365,0.18518533,Smooth
7462,53,75.98613637,47.04940385,667,afternoon,17.47946542,5.02,90.55,121.95,96.72,102.79,61.52,-0.953,0.88235265,Smooth
7463,60,51.21208849,33.31744416,1169,evening,5.153837699,26.92,60.34,47.25,68.9,792.05,24.28,-0.214,-0.4761909,Very smooth
7464,74,39.90544237,71.85929277,1294,evening,1.228437011,4.06,91.15,114.2,95.93,110.76,61.86,-0.938,-7.777778,Very smooth
7465,53,55.69286221,93.72715463,931,afternoon,19.0765814,23.77,58.95,51.1,68.2,797.43,26.1,-0.378,-6.4406776,Very smooth
7466,118,22.73957861,60.13853751,1505,night,13.26997727,22.29,62.12,43.45,69.67,856.48,18.51,-0.25,-7.222222,Very smooth
7467,87,36.31910143,27.97093276,1021,evening,10.05786164,70.91,10.12,2.79,9.17,1962.08,3.78,0.811,1.0714294,Smooth
7468,87,45.76836398,76.28088062,1246,evening,9.467177153,72.69,12.43,4.01,10.21,1943.62,2.45,0.67,2.9411767,Mild congestion
7469,53,60.86159045,76.19247841,1114,morning,21.04607583,72.4,12.59,4.81,6.78,2015.59,3.2,0.837,1.7857144,Smooth
7470,76,77.72754508,26.68641253,724,night,0.657105209,71.18,12.16,2.7,7.46,2052,2.06,0.88,,Heavy congestion
7471,93,71.62555803,38.46302719,752,morning,3.364247358,70.59,11.75,7.07,9.52,2008.66,2.1,0.824,1.1999996,Smooth
7472,53,68.4127094,14.09448274,766,evening,11.80034945,24.31,60.9,45.79,65.67,799.79,27.21,-0.338,1.5789486,Smooth
7473,94,71.84204026,7.966757732,520,morning,19.60709027,7.45,94.87,117.19,96.59,110.41,62.23,-1.045,-0.6818187,Very smooth
7474,108,61.78266703,80.7362722,759,night,35.50817726,26.28,58.65,50.47,69.39,816.16,23.42,-0.45,0.20833275,Smooth
7475,51,51.55039517,37.25762537,1203,afternoon,10.4062781,45.54,26.05,20.35,38.5,1520.12,11.96,0.453,1.2195122,Smooth
7476,60,29.99810629,28.13119594,1175,afternoon,32.99243201,68.62,10.34,7.57,8.97,2064.07,1.15,0.893,1.2195122,Smooth
7477,78,50.63612257,25.60913202,1139,afternoon,14.68905477,26.95,57.2,48.46,71.71,822,23.96,-0.208,0.52631617,Smooth
7478,114,17.150281,7.480560559,1361,evening,44.71240298,5.32,85.19,117.33,94.37,80.25,55.06,-1.036,0.52631617,Smooth
7479,42,39.55875158,98.48627383,630,night,19.65351746,69.23,8.66,3.86,9.53,2044.03,1.96,0.791,-1.6129034,Very smooth
7480,74,51.29741278,36.70455674,1209,morning,23.38667827,70.57,11.02,8.09,7.67,1961.59,0.95,0.63,-0.5882358,Very smooth
7481,53,51.19343124,16.42494125,735,night,17.13161929,70.63,8.93,4.47,9.38,2053.05,3.81,0.713,0.7692305,Smooth
7482,26,37.41496163,86.41403498,734,night,4.277778535,70.64,14.51,6.3,10.31,1997.03,1.7,0.765,2.1739132,Smooth
7483,86,15.52442304,72.3119843,706,morning,5.632102148,26.45,55.87,51.62,67.77,786.8,26.78,-0.359,-1.818182,Very smooth
7484,40,38.78196782,66.26208146,1115,night,15.34950761,70.38,9.55,4.41,11.52,1993.49,0.37,0.728,-0.360500948,Very smooth
7485,102,44.89772448,29.7214713,1133,night,3.121491837,68.11,7.35,5.4,7.82,1982.21,1.6,0.801,-313.914044,Very smooth
7486,32,53.78453774,41.54589072,885,afternoon,4.531366721,68.41,9.59,10.73,9.57,1953.27,2.42,0.763,3.3009708,Mild congestion
7487,57,63.84344773,84.1087337,1517,morning,29.32385663,22.94,60.34,49.55,72.42,798.34,23.37,-0.329,5.208333,Heavy congestion
7488,114,43.84378549,63.98972377,1173,morning,30.09156608,68.91,12.51,0.98,10.29,2002.05,1.31,0.673,2.5806448,Mild congestion
7489,95,42.30428585,34.56521086,1042,afternoon,4.089595997,68.35,11.43,5.37,9.08,2025.29,2.56,0.725,-0.76923025,Very smooth
7490,63,37.20378667,10.92798185,1247,night,57.68718471,67.75,11.29,4.7,9.4,2011.07,2.39,0.845,-8.421051,Very smooth
7491,57,48.59368097,90.02704313,980,night,58.28980795,43.78,32.18,19.26,34.56,1497.5,8.99,0.467,-0.6896551,Very smooth
7492,77,68.6873191,95.55374542,579,morning,14.32798185,23.65,59.48,45.4,70.95,801.76,20.91,-0.244,-1.2280705,Very smooth
7493,42,29.05658395,71.87949244,1248,afternoon,20.67233706,43.96,31.61,21.53,38.12,1546.03,10.31,0.305,3.6923077,Mild congestion
7494,47,10.75923962,69.13918108,1055,afternoon,48.51591554,24.94,61.45,51.17,66.38,747.12,22.02,-0.256,-3.6842096,Very smooth
7495,61,54.1840748,53.77100381,650,evening,43.1537936,19.83,61.75,48.73,69.67,824.56,23.75,-0.229,-3.3333373,Very smooth
7496,86,73.51451851,97.15104361,496,afternoon,13.51770539,44.94,21,20.17,42.34,1567.52,11.86,0.415,-164.3437457,Very smooth
7497,40,56.12278282,69.4150459,1244,night,11.44209688,5.01,86.5,121.99,92.36,117.19,55.34,-1.02,-48.11465165,Very smooth
7498,100,30.171451,7.673435351,773,morning,32.74989568,70.11,12.48,3.42,8.79,2044.75,1.99,0.809,0.2702705,Smooth
7499,22,47.89498923,9.172939317,1049,morning,13.55405554,67.78,9.08,2.64,11.93,2005.21,1.76,0.711,3.043479,Mild congestion
7500,106,51.11082936,96.35725001,733,afternoon,35.08240233,5.65,90.82,115.33,96.13,115.72,57.65,-0.957,2.9411757,Mild congestion
7501,123,64.314896,94.32794828,761,night,4.164964137,22.87,59.85,48.77,75.3,823.42,29.88,-0.193,2.7272732,Mild congestion
7502,104,32.64267176,55.78358228,914,night,33.44581798,42.9,30.48,21.07,42.03,1532.26,7.32,0.436,2.7272732,Mild congestion
7503,80,81.47149177,21.41407641,1435,evening,46.13390687,47.29,24.78,11.05,41.4,1549.65,8.87,0.38,7.112676,Heavy congestion
7504,114,41.74179393,58.35057577,1032,afternoon,70.49182611,2.84,88.96,117.09,93.06,81.38,58.79,-0.972,3.0508475,Mild congestion
7505,132,36.81332089,76.35438541,747,night,18.27427206,44.82,28.4,18.88,37,1446.51,11.67,0.493,0.6578948,Smooth
7506,112,55.76363786,0.828232461,747,afternoon,24.65015488,45.27,27.78,17.16,41.23,1446.92,8.92,0.486,0.6578948,Smooth
7507,46,22.12411329,82.28125907,1438,night,10.22869952,5.31,90.6,116.61,93.06,86.05,60.89,-1.027,-1.2698412,Very smooth
7508,104,91.14606502,46.47972263,1133,evening,4.893014547,44.15,26.98,25.48,37.64,1460.84,9.6,0.343,-1.2698412,Very smooth
7509,70,59.31908142,46.31639682,1076,evening,5.702500547,24.73,55.67,47.68,66.21,798.2,23.66,-0.209,-3.6538465,Very smooth
7510,27,44.4342831,43.4306763,1252,afternoon,55.84747348,47.25,27.52,22.92,40.51,1546.08,9.95,0.527,1.3414636,Smooth
7511,114,30.29242861,69.18460946,728,night,23.39216737,43.9,30.66,19.94,40.2,1481.25,7.43,0.429,3.9603963,Mild congestion
7512,82,46.22277567,20.94614974,983,evening,14.16306017,68.97,6,7.55,6.07,1914.38,1.55,0.728,5.3435116,Heavy congestion
7513,117,69.44029094,60.6660436,1058,morning,59.84197646,69.63,9.41,3.09,9.01,1994.51,2.08,0.912,5.4814816,Heavy congestion
7514,103,42.34946529,4.409677857,1268,afternoon,3.624376525,23.72,55.69,51.45,71.12,758.97,25.37,-0.286,2.0779223,Smooth
7515,112,34.89990421,81.13493853,880,morning,27.05918713,70.15,11.81,4.94,9.58,2027.51,1.89,0.778,2.469136,Smooth
7516,119,64.08607402,81.54435188,1283,night,46.92692,5.27,92.77,115.02,97.77,107.52,61.78,-0.976,1.6666666,Smooth
7517,64,29.01147162,31.18799536,525,evening,4.003119761,25.26,65.23,42.56,68.48,783.97,27.55,-0.367,3.0107524,Mild congestion
7518,57,54.68006128,10.5419426,1290,morning,3.853683927,70.79,8.72,3.27,10.76,1921.24,0.65,0.846,3.0107524,Mild congestion
7519,117,58.23862037,74.77489552,652,night,1.018305695,6.8,88.46,117.4,91.9,108.36,59.56,-1.028,0.8450701,Smooth
7520,77,57.67902461,47.02144117,1368,evening,85.39841116,5.67,88.95,112.93,95.23,114.49,60.57,-1.057,3.0851061,Mild congestion
7521,44,58.62823387,92.49669745,1004,afternoon,35.34733195,45.94,28.49,20.87,40.41,1537.02,13.61,0.408,2.368421,Smooth
7522,106,30.98908088,35.34846418,815,evening,2.223607452,24.44,63.62,50.33,70.03,791.46,24.88,-0.285,1.3432835,Smooth
7523,123,46.2449209,84.15090308,1285,afternoon,33.37444503,22.88,65,44.28,72.91,832.41,26.8,-0.325,1.5384616,Smooth
7524,88,44.96844695,2.532288804,1416,evening,10.85544479,44.71,30.3,20.41,42.51,1506.92,8.51,0.458,1.2499998,Smooth
7525,105,52.75023771,77.27938134,1100,evening,3.473551947,68.59,12.39,4.27,12.67,2003.41,3.98,0.613,1.6304349,Smooth
7526,103,14.01537518,67.82498765,1098,morning,145.6860009,25.07,57.23,48.67,70.41,732.01,22.9,-0.294,-2,Very smooth
7527,33,22.01761636,52.62676849,1236,morning,5.949248723,4.73,86.6,120.12,95.32,76.74,63.05,-1.023,0.4545454,Smooth
7528,116,93.208661,91.04258837,1137,afternoon,48.06493478,68.29,12.27,2.6,8.52,2050.93,1.73,0.791,7.095361446,Heavy congestion
7529,91,64.50970634,94.20111886,1169,afternoon,63.96095954,26.76,56.64,51.46,70.37,779.5,23.15,-0.348,-90.85252013,Very smooth
7530,53,45.7433911,92.96851627,1075,morning,22.67161191,44.22,29.87,24.2,39.33,1460.11,10.19,0.417,-90.85252013,Very smooth
7531,38,51.51969872,59.78029297,1472,afternoon,111.8946148,24.19,59.89,49.29,70.73,831.78,23.63,-0.275,-31.13042467,Very smooth
7532,47,90.36030104,51.93964512,848,afternoon,3.830476285,22.63,62.24,55.43,76.32,829.63,28,-0.235,-31.13042467,Very smooth
7533,108,12.51919864,26.89720435,1059,night,97.22575778,21.36,63.92,48.08,69.97,807.6,25.71,-0.156,8.269231,Heavy congestion
7534,120,52.28038993,16.20703527,1366,morning,2.198389588,65.75,9.87,7.36,11.61,2007.62,1.83,0.698,8.269231,Heavy congestion
7535,26,43.1693703,55.70945109,888,evening,19.46472015,2.6,86.88,118.77,91.19,85.07,59.45,-1.133,8.448276,Heavy congestion
7536,52,74.85218862,14.84967235,1481,afternoon,57.93623359,67.37,10.77,2.44,9.04,1974.24,1.97,0.806,8.920863,Heavy congestion
7537,118,61.47637918,17.21156636,917,afternoon,24.16876265,44.61,27.88,19.09,40.53,1423.52,12.04,0.375,8.920863,Heavy congestion
7538,38,93.28268493,35.67429971,716,evening,26.27318651,42.43,28.29,19.68,39.96,1501.45,9.65,0.551,9.019608,Heavy congestion
7539,119,66.28546073,18.67470419,755,afternoon,5.265775493,72.39,13.8,6.7,11.17,1997.36,1.48,0.899,0.71428525,Smooth
7540,74,41.15279419,50.17281414,1438,night,124.7140186,5.36,87.55,125.01,97.57,86.39,62.65,-0.994,0.71428525,Smooth
7541,133,45.2923872,66.37494856,1235,morning,7.884800374,27.12,59.9,52.21,68.4,718.56,24.05,-0.315,0.972222,Smooth
7542,103,63.69688959,69.79005764,720,morning,58.75488331,73.26,11.06,5.59,8.79,2028.99,1.29,0.773,1.5625001,Smooth
7543,84,79.05649423,53.27780102,1237,night,94.088221,5.93,91.25,123.06,95.39,71.79,60.9,-0.99,1.5625001,Smooth
7544,45,35.83112911,52.17990418,821,night,9.887567561,28.94,63.59,53.35,71.42,773.74,20.39,-0.309,-30.00001,Very smooth
7545,35,55.11982171,47.48111287,586,night,39.33720091,42.09,30.71,21.28,42.84,1552.53,11.65,0.338,-30.00001,Very smooth
7546,34,10.81222652,24.52652141,666,night,2.51364712,24.31,63.63,56.64,68.03,822.4,26.24,-0.463,8.709678,Heavy congestion
7547,40,44.13826697,65.42428317,708,afternoon,40.5794413,68.93,9.85,6.68,10.42,2048.73,2.75,0.812,8.709678,Heavy congestion
7548,36,84.51198715,65.70291891,804,afternoon,19.86904003,44.88,30.12,22.12,38.46,1499.55,11.71,0.496,-0.60605997,Very smooth
7549,44,80.3761444,25.5805009,515,morning,3.764678406,4.63,90.13,128.39,98.8,92.82,56.37,-0.985,-5.2173905,Very smooth
7550,120,64.9862937,70.05690227,1459,evening,67.51157091,43.17,29.48,20.29,38.88,1553.62,8.09,0.477,-5.2173905,Very smooth
7551,36,85.5827399,85.80053312,874,morning,34.07627902,66.6,9.72,2.14,11.21,1981.9,2.68,0.984,-0.17857093,Very smooth
7552,80,44.76789361,59.47093996,1251,evening,5.538985423,71.11,14.07,2.07,7.3,2036.61,2.44,0.787,-3.9024386,Very smooth
7553,47,48.69198847,11.75396213,938,evening,22.83039803,41.1,26.69,23.41,39.77,1437.74,9.09,0.516,-7.272726,Very smooth
7554,39,44.40665399,32.72607088,1015,evening,11.83005284,42.19,30.74,21.75,42.4,1462.63,11.46,0.302,-3.0434775,Very smooth
7555,101,63.09118681,9.278794216,699,evening,37.19458141,68.97,12.27,1.58,6.74,1974.57,1.86,0.724,-0.049223757,Very smooth
7556,85,108.394722,30.2031095,547,evening,29.62250234,43.29,29.25,19.71,41.06,1484.35,12.92,0.276,6.75,Heavy congestion
7557,115,57.33357122,21.19442443,1240,night,6.304770313,24.38,58.42,46.21,68.89,771.95,27.2,-0.322,-0.26315716,Very smooth
7558,76,27.17934823,55.46288667,1111,evening,8.31660141,70.07,11.23,4.12,8.76,2058.3,1.45,0.735,-3.0000002,Very smooth
7559,82,27.93860797,42.35444891,810,afternoon,36.57707422,72.68,5.67,4.57,12.3,2019.45,2.2,0.742,0.18518534,Smooth
7560,46,32.57779703,72.26840827,1464,night,33.73285647,69.69,10.06,2.6,6.82,2031.27,1.53,0.667,-2.9268289,Very smooth
7561,103,33.76632234,36.304232,1031,night,11.22963535,69.72,8.55,5.63,12.62,1948.99,0.2,0.888,0.3773581,Smooth
7562,111,31.98628398,15.47206503,1228,morning,19.51649043,43.9,27.72,17.6,46.75,1543.8,11.61,0.342,-3.4210525,Very smooth
7563,56,54.37992254,23.60249157,812,night,18.88801825,44.08,28.41,18.18,44.55,1518.26,11.49,0.479,2.6086955,Mild congestion
7564,126,21.46843023,54.57831892,1148,morning,3.986825574,23.04,58.67,51.86,65.87,747.02,24.14,-0.214,-0.45454583,Very smooth
7565,130,59.79904586,44.98548354,572,afternoon,29.1111426,69.16,9.2,7.58,13.2,1985.59,0.71,0.867,4.331797,Mild congestion
7566,44,69.75911683,4.260860818,592,afternoon,9.213582166,67.01,9.9,4.66,10.35,1982.93,2.28,0.794,1.4035089,Smooth
7567,38,37.5791813,20.99455004,774,night,18.47983946,48.86,32.8,16.55,36.81,1535.68,11.08,0.36,1.4035089,Smooth
7568,83,56.89463986,29.67364865,593,evening,2.233974126,7.05,95.36,120.89,95.65,118.04,58.33,-1.006,-8.281513857,Very smooth
7569,121,63.31155117,72.53595434,1033,night,28.56083761,68.12,13.31,2.83,7.71,2017.96,1.64,0.815,-16.98950206,Very smooth
7570,51,67.56685401,73.04269525,1055,night,54.90234951,22.82,65.7,51.67,66.32,767.68,21.96,-0.341,-13.39089919,Very smooth
7571,39,52.20400978,69.79876132,775,morning,25.29071665,4.29,88.74,116.39,95.94,103.45,60.9,-1.053,2.6666665,Mild congestion
7572,115,31.04493808,81.84614651,837,evening,27.25027866,23.41,63.7,52.43,72.95,830.88,25.98,-0.272,-8.999806657,Very smooth
7573,97,52.15537758,87.38797209,628,afternoon,33.56208001,24.72,62.55,49.4,69.54,834.41,25.98,-0.329,-9.238558174,Very smooth
7574,48,46.86911486,7.110823158,836,evening,6.557247833,72.47,9,4.87,9.56,1957.6,3.49,0.851,-2.647120322,Very smooth
7575,110,52.79689135,49.30573034,1134,night,2.138121849,5.67,89.64,117.28,99.58,97.25,59.08,-0.973,7.744770987,Heavy congestion
7576,135,30.17063024,14.89592845,569,evening,57.72439431,45.96,32.4,21.08,44.29,1481.06,6.75,0.442,-2.822617887,Very smooth
7577,37,19.64079987,35.40601306,1114,morning,56.2427233,26.97,60.18,47.33,66.28,752.63,23.54,-0.343,3.4848485,Mild congestion
7578,55,9.679682376,66.31970521,939,morning,23.60021508,7.24,88.12,113.22,94.98,87.79,62.46,-1.034,2.321429,Smooth
7579,99,14.92050116,60.16587226,517,morning,6.584640878,69.18,11.81,5.82,11.18,1987.21,2.98,0.885,-7.733673913,Very smooth
7580,98,13.55172155,12.8559617,1102,evening,50.98815509,25.76,57.81,57.02,71.23,798.26,26.76,-0.444,3.4848485,Mild congestion
7581,103,70.49253625,75.70815857,866,evening,7.463264646,43.29,25.87,17.71,37.73,1531.13,11.12,0.357,1.8867927,Smooth
7582,48,55.0225512,78.7016755,574,afternoon,59.18020726,29.05,65.05,47.6,68.91,804.12,27.19,-0.267,1.22449,Smooth
7583,72,50.79760683,13.91838783,871,afternoon,16.5373587,23.28,60.56,45.96,70.51,788.37,22.93,-0.32,-7.096969596,Very smooth
7584,80,43.1445562,61.56590552,1317,night,1.77624664,69.68,8.68,3.88,7.04,1960.7,2.2,0.678,-1.6216209,Very smooth
7585,70,11.73297093,94.52293046,810,afternoon,50.92740435,42.75,27.9,22.66,40.97,1416.4,10.02,0.405,-3.333334,Very smooth
7586,124,57.70011357,9.394084562,682,afternoon,24.67221806,44.53,35.79,19.53,42.1,1534.67,8.39,0.39,-1.9999996,Very smooth
7587,40,54.52796805,16.46067712,1273,afternoon,11.49752539,68.92,9.79,1.52,9.88,1951.52,1.71,0.827,-1.9999996,Very smooth
7588,95,50.91638521,76.55245613,1258,afternoon,18.09546473,4.51,85.43,121.83,90.5,118.35,59.54,-1.013,-7.160177126,Very smooth
7589,102,34.63868308,33.69257002,1250,night,65.19934383,64.47,8.85,5.2,13.51,1933.62,1.19,0.837,-3.333334,Very smooth
7590,49,36.15689386,95.5571607,1422,afternoon,6.812886515,26.07,62.34,45.55,71.77,777.56,21.19,-0.223,-1.2499994,Very smooth
7591,111,60.46236796,62.43630423,849,night,3.287387935,72.81,9.32,4.43,10.09,2061.82,2.01,0.839,-7.585937461,Very smooth
7592,51,34.65105748,48.32003209,1408,morning,46.08424157,44.71,36.02,14.86,40.66,1527.3,12.7,0.364,-10.769232,Very smooth
7593,104,71.25787537,33.76635122,551,afternoon,29.16082252,5.01,86.16,119.28,96.34,114.52,58.39,-1.007,-3.3177035,Very smooth
7594,84,81.99052625,23.91247368,1222,evening,61.19957664,71.36,7.16,3.29,6.3,1948.55,1.31,0.754,4.057971,Mild congestion
7595,60,72.37766143,65.00208024,1030,night,11.28043318,45.3,28.41,18.21,42.14,1490.22,9.94,0.402,-4.4726773,Very smooth
7596,114,51.90554337,59.20289623,752,evening,24.71489969,47.07,29.11,21.65,36.02,1468.84,11.13,0.509,-6.420066904,Very smooth
7597,76,48.13980361,35.79128209,1202,evening,1.300414966,29.92,65.27,49.04,68.39,797.09,27.24,-0.338,-0.6666672,Very smooth
7598,41,51.96696578,91.77767463,555,morning,56.25639016,26.88,64.07,52.03,69.83,834.34,24.24,-0.294,-7.147963722,Very smooth
7599,56,63.58855639,76.18038953,1522,night,6.365502429,26.15,65.23,43.96,68.21,765.61,24.44,-0.331,3.3898308,Mild congestion
7600,98,79.09835374,26.00673769,497,evening,3.652109856,5.05,89.08,120.41,94.51,92.06,61.08,-1.161,0.2500002,Smooth
7601,31,61.06419034,94.33659724,856,night,19.88158024,44.6,33.4,24.15,37.97,1496.61,8.3,0.302,-7.355576652,Very smooth
7602,74,16.01955219,75.55390915,969,evening,40.98460329,71.74,15.66,6.43,10.43,2046.61,1.96,0.811,-7.42715667,Very smooth
7603,42,31.4483277,89.71069272,1392,night,7.062839656,2.72,88.97,118.18,96.17,72.13,58.56,-0.96,-7.42715667,Very smooth
7604,113,46.97523683,13.62199646,1036,morning,7.976530324,42.18,32.62,14.29,39.15,1520.07,9.05,0.453,0.3846157,Smooth
7605,36,69.72302972,3.299676123,1188,evening,11.37612375,42.58,29.72,18.44,38.79,1561.38,9.44,0.347,-3.8888886,Very smooth
7606,43,95.83268739,49.29182657,612,morning,49.99480875,4.1,84.01,112.89,95.64,103.29,59.48,-1.133,3.3333333,Mild congestion
7607,96,51.44333813,44.8152869,1471,evening,41.27302619,70.43,8.54,6.57,12.45,1993.69,0.67,0.696,2.45283,Smooth
7608,123,63.36075768,86.98039546,1474,night,9.435356838,70.17,8.59,7.2,8.34,1986.32,2.12,0.807,1.3043481,Smooth
7609,116,19.04759225,17.21454343,1212,evening,8.836510498,46.29,29.82,21.07,38.45,1442.51,8.96,0.412,2.45283,Smooth
7610,96,35.92917209,2.358221768,1082,night,71.07368548,70.41,11.12,6.17,13.25,2033.95,1.85,0.801,-1.2500001,Very smooth
7611,126,57.10924205,52.92477973,1149,afternoon,28.62109054,69.51,11.29,3.48,9.06,2035.91,2.03,0.632,-1.2500001,Very smooth
